country,year,regime,defence_gdp,threat_land_log,threat_score_log,debt_gdp,deficit_gdp,gdp_growth,immigration_rate,gov_left_right,gov_eu_position,election_year
BE,2020,3,1.00592796693225,0.005223946754842562,2.282515600973793,111.245283,-9.034674,-4.8,10.300162118440191,6.497594736842106,8.633647368421052,0
BE,2021,3,1.04263994220028,0.012740143973109633,1.6312524346265427,108.540511,-5.402028,6.3,12.093969527901342,6.497594736842106,8.633647368421052,0
BE,2022,4,1.16246551287247,4.114809691391569,4.929702267263786,103.140338,-3.601688,4,17.93447764658915,6.497594736842106,8.633647368421052,0
BE,2023,4,1.18422875211757,4.002938589941859,5.233319318410078,102.190824,-4.006667,1.6,14.443664013238415,6.497594736842106,8.633647368421052,0
BG,1995,1,1.63834575680207,6.044257094420996,6.300927912175082,NA,NA,NA,NA,2.8982,8.6402,0
BG,1996,1,1.73742958266484,0.6490350682759495,4.57654244088886,NA,NA,5.2,NA,2.8982,8.6402,0
BG,1997,1,2.15948029978631,1.3480128434727263,4.371843288484864,NA,NA,-14.1,NA,6.1111,8.3,1
BG,1998,1,2.13151621324202,4.673728341348861,5.134610822861428,67.321884,1.083646,3.8,NA,6.1111,8.3,0
BG,1999,1,2.61950116392104,5.132442719579161,5.3767395306718635,78.670921,0.150669,-8.4,NA,6.1111,8.3,0
BG,2000,1,2.65245576158903,0.7886631614888922,3.1417675521514874,73.341434,-0.604753,4.6,NA,6.1111,8.3,0
BG,2001,1,2.86251954387639,3.2974041172194495,3.9188220773712668,67.060381,-0.580088,3.8,NA,5.581863829787235,9.296548936170213,1
BG,2002,1,2.77967655484011,0.24872399400429826,3.515474304220833,53.403928,-0.61432,5.9,NA,5.581863829787235,9.296548936170213,0
BG,2003,1,2.69120147161229,0,3.4946771324090995,45.427812,0.002552,5.2,NA,5.581863829787235,9.296548936170213,0
BG,2004,1,2.3737116819405,0.0035990320023709965,4.0749109427952845,37.763508,1.593251,6.5,NA,5.581863829787235,9.296548936170213,0
BG,2005,2,2.23535026726367,0.900375727277576,4.0322659566205745,28.471562,2.187148,7.1,NA,4.1335662721893485,8.936073372781065,1
BG,2006,2,2.08176190777138,0.03531350160811011,4.53558347340666,22.608321,3.221086,6.8,NA,4.1335662721893485,8.936073372781065,0
BG,2007,2,2.22853990097534,0,4.0508356858013155,17.587739,3.086316,6.7,0.2061359311302627,4.1335662721893485,8.936073372781065,0
BG,2008,2,2.13186398257533,0,4.083006635854777,14.701896,2.731506,6.1,NA,4.1335662721893485,8.936073372781065,0
BG,2009,2,1.73951150062383,0.1514258463166245,3.840200171336019,14.540397,-0.855506,-3.3,NA,8.8,2.3,1
BG,2010,2,1.64246152423714,0,3.4866352308236546,14.063944,-3.769372,1.6,NA,8.8,2.3,0
BG,2011,2,1.31400025609446,0.2325139494695661,4.655200018212402,14.334639,-1.833791,2.1,NA,8.8,2.3,0
BG,2012,2,1.32981896505284,0.49628926110190086,7.2729727973078715,16.545379,-0.434167,0.7,1.9247398469051853,8.8,2.3,0
BG,2013,2,1.45404283053363,0.0501260109665093,7.644511036165124,17.164648,-1.751551,-0.5,2.5782513874241313,3.40358,8.75096,1
BG,2014,3,1.30960223173333,1.3760548913581592,7.6668799835653845,26.266125,-3.651851,0.9,3.7393994733790303,8.014406779661018,3.9322033898305087,1
BG,2015,3,1.24593360652028,0,7.316704261608772,25.358669,-2.774585,3.4,3.5880671836169165,8.014406779661018,3.9322033898305087,0
BG,2016,3,1.24384580804927,0.4526961408553261,7.122907163967384,27.007124,1.539685,3,3.061210225056094,8.014406779661018,3.9322033898305087,0
BG,2017,3,1.22220854798635,0.9854123451419058,6.6481857376647655,22.919199,0.823443,2.7,3.7370512786447163,8.8,2.3,1
BG,2018,3,1.45106212373153,0.32306924249520924,5.92121530697035,20.146616,0.123391,2.3,4.374303913121846,8.8,2.3,0
BG,2019,3,3.14495072906354,0.016327250031276528,5.826191320747689,18.4159,-0.962889,3.8,5.691475481518573,8.8,2.3,0
BG,2020,3,1.58561827051115,0.0026625579757707215,5.252747330379635,22.73515,-2.919191,-3.1,5.6876900418996,8.8,2.3,0
BG,2021,3,1.5107237100085,0.03191550170431551,4.719058735295846,23.850377,-2.802418,7.8,6.041073667235294,5.125701607347876,7.046431241519674,1
BG,2022,4,1.58707500372134,6.376819923102226,7.575837673374709,22.485123,-0.80027,4.1,6.2659622453368184,5.125701607347876,7.046431241519674,1
