country,year,regime,threat_land_log,threat_score_log,gpr_mean
NL,2002,1,0.14458478254602541,2.125866362747225,0.0986102819442749
NL,2003,1,0,2.344667998859749,0.1108976708104213
NL,2004,1,0.005738675690345292,2.2721714018523946,0.10840208704272906
NL,2005,2,0.050760160121899996,1.6442533425878065,0.0866420140179495
NL,2006,2,0.013491183375350659,1.8736142763098063,0.07699704015006621
NL,2007,2,0,2.1345965904873707,0.06259294661382835
NL,2008,2,0,1.9133004920516563,0.05929037369787693
NL,2009,2,0.14048739286817524,2.257295105966292,0.065225877178212
NL,2010,2,0,1.7446880098119848,0.07548911791915695
NL,2011,2,0.007153406838607129,2.529634081341568,0.05104723037220538
NL,2012,2,0.05701964428431905,3.57785903471382,0.04916208051145077
NL,2013,2,0.01802717683513817,3.8599611396545472,0.057691731645415224
NL,2014,3,0.4073376845757498,4.07201443688714,0.11840384422490995
NL,2015,3,0,3.738828796365077,0.07068297468746702
NL,2016,3,0.11381019919729593,3.530040878494731,0.08804500723878543
NL,2017,3,0.04340711056958888,3.0269993750690327,0.07625924982130527
NL,2018,3,0.015489052170846462,2.384182101747827,0.07018562437345584
NL,2019,3,0.3561213007229366,2.6509400606655635,0.07773799635469913
NL,2020,3,0.008910723856906515,2.1779848138520705,0.07846286861846845
NL,2021,3,0.018709393727089924,1.6086910372353682,0.07192193530499935
NL,2022,4,4.2560028758470265,5.058604036128351,0.17889885666469732
NL,2023,4,4.137325119454429,5.348035289660258,0.12523365703721842
NO,1995,1,3.612758794059407,3.764775883193554,0.04746461551015576
NO,1996,1,0.1410867983739633,1.512252793811878,0.047801575157791376
NO,1997,1,0.07619187697680031,1.499760932299464,0.049183039246903114
NO,1998,1,1.3744910232031131,2.2892744215149445,0.04080673803885778
NO,1999,1,1.788090526019074,2.2036446878641858,0.04981425575291117
NO,2000,1,0.02507529910188273,1.2088734022877317,0.050460650896032654
NO,2001,1,0.4590876215739361,1.0356310456084103,0.0757195142408212
NO,2002,1,0.21908288512282675,1.0770494979990863,0.08703233581036329
NO,2003,1,0,1.156927720055042,0.05398280235628287
NO,2004,1,0.0011899979279194452,1.2479082685621976,0.0376998915647467
NO,2005,2,0.047059339132351004,0.9806499718588535,0.03191204438917339
NO,2006,2,0.031515506319372645,1.1534899054184704,0.04640824425344666
NO,2007,2,0,1.1660188031215635,0.03345026262104511
NO,2008,2,0,1.118347148830588,0.025898141243184607
NO,2009,2,0.37523258903615775,1.3634575086088927,0.025736604584380984
NO,2010,2,0,0.8800333050813316,0.034906204246605434
NO,2011,2,0.0032353374169618214,1.4835904421771458,0.04166937588403622
NO,2012,2,0.10049084809084788,3.101471359059943,0.03373307406824703
NO,2013,2,0.04803858143319963,3.426652740653628,0.04500244363831977
NO,2014,3,0.4778421719857451,3.8466098449241617,0.05029806448146701
NO,2015,3,0,3.4940480185103158,0.045470029736558594
NO,2016,3,0.3205859185938775,3.2293415344475265,0.04411680934329828
NO,2017,3,0.020540474636497854,2.720435135941987,0.04114677105098963
NO,2018,3,0.03242521156105355,2.1039608634889357,0.038239790010266006
NO,2019,3,0.11949575166143324,2.2031261638302753,0.08362865789482991
NO,2020,3,0.44396890406955547,1.8495000141703906,0.04111199100346615
NO,2021,3,0.046318296112962926,1.501443181491435,0.06736681563779712
NO,2022,4,4.441103747196935,5.257023888610781,0.16171846662958464
NO,2023,4,4.3221321909902,5.526686593436124,0.10584220197051764
PL,1995,1,5.739462410498964,5.855920863116106,0.05103359774996837
PL,1996,1,0.3163267097111656,3.3055132463233496,0.04794879622446994
PL,1997,1,0.6199630457210259,3.1655542240286034,0.056693284617116056
PL,1998,1,3.4923135865595247,4.055341728221425,0.02851551507289211
PL,1999,1,4.019003163158769,4.276833066438573,0.037493656389415264
PL,2000,1,0.2539656990439724,2.366697783364433,0.016887471312657
PL,2001,1,2.016449796512063,2.6696892618398196,0.048128083891545735
PL,2002,1,0.603414530573554,2.4044158662697948,0.04080363137957951
PL,2003,1,0,2.475918724928949,0.07160549766073625
PL,2004,1,0.002947837007421122,2.8612264694989737,0.07192324132968982
PL,2005,2,0.2992904726530751,2.723568873436736,0.042753991981347404
PL,2006,2,0.10436578757248309,3.0670343840917202,0.0386975024205943
PL,2007,2,0,2.8118555691602602,0.072328122643133
PL,2008,2,0,2.842362604352541,0.0735241846802334
PL,2009,2,0.6693021289246189,2.7804182543294425,0.0712341779532532
PL,2010,2,0,2.350518587242163,0.038192089879885316
PL,2011,2,0.04315337124717288,3.2887304635423953,0.023711932629036408
PL,2012,2,0.3750180183083097,5.609364973672005,0.026965181692503393
PL,2013,2,0.13718887827776263,5.9706034891201085,0.022110389681377757
PL,2014,3,1.827183204234884,6.235414237840729,0.13712268260618052
PL,2015,3,0,5.87799687619415,0.06916598440147936
PL,2016,3,0.5648940339052754,5.626693661734939,0.09487279287228982
PL,2017,3,0.2501523024578788,5.124191774955554,0.07600001059472561
PL,2018,3,0.10485547055469106,4.426576007405301,0.07417188305407763
PL,2019,3,0.09284038981869427,4.427384218385672,0.07064726017415524
PL,2020,3,0.0227043553646354,3.9083486087248063,0.05951321745912234
PL,2021,3,0.1330347315322482,3.554692014681296,0.15414279699325562
PL,2022,4,6.593765027536911,7.407082856321419,0.6736554565529028
PL,2023,4,6.479530379301466,7.695337024375503,0.21994574864705405
PT,1995,1,3.0513831181068762,4.648602184849021,0.016552565890985232
PT,1996,1,0.07568423727823459,3.4485396925011376,0.015110168547835201
PT,1997,1,0.0429954582288638,3.7003291135545107,0.01957536560560887
PT,1998,1,1.0945100648830552,4.7362522298823935,0.03353889628003041
PT,1999,1,1.249517747015707,3.997719190293461,0.04830190857561926
PT,2000,1,0.014017099558427858,3.877491120396591,0.02440581105959912
PT,2001,1,0.2879220807948657,3.0033433456379806,0.01867816469166428
PT,2002,1,0.3101242490519153,3.3942186809412127,0.023968881306548912
PT,2003,1,0,3.6367223472607417,0.04160077955263356
PT,2004,1,0.11528788838312959,3.4125841709218676,0.018890898015039664
PT,2005,2,0.010681345152048676,2.5170342690052747,0.015207773656584322
PT,2006,2,6.256114562232099e-4,2.567847103572327,0.011069351593808582
PT,2007,2,0,3.0776366390980767,0.01836039622624715
PT,2008,2,0,2.824678956144368,0.03516794582052777
PT,2009,2,0.006147204094123063,3.237158324853231,0.031396598322317004
PT,2010,2,0,2.689855137357942,0.04381025730011364
PT,2011,2,0.00196559734808576,3.1669211441832563,0.03355215551952521
PT,2012,2,0.00552372923623831,3.135806220165543,0.01862937945406884
PT,2013,2,8.36325120092068e-4,2.9749277224941326,0.010693513225608816
PT,2014,3,0.03359405486872405,2.9662119048542692,0.018095328006893396
PT,2015,3,0,2.827828138354979,0.023691170460854966
PT,2016,3,0.007335275332602174,2.6570455675036597,0.025777318126832444
PT,2017,3,0.011428519101881708,2.2330192356522014,0.023041576069469254
PT,2018,3,0.0025390370962254448,1.5534832470435165,0.013757176037567357
PT,2019,3,0.06437598375958783,2.2833047314066923,0.01471258862875402
PT,2020,3,3.6149236796411945e-4,2.025949158023033,0.011928610891724626
PT,2021,3,8.206050626369482e-4,1.1490912407318579,0.011788071986908713
PT,2022,4,1.7955683647791443,2.606793801130112,0.02577875255762289
PT,2023,4,1.714436033836609,2.941203659237555,0.01975404502203067
