lon_grid,lat_grid,year,fatalities,n_events
34.6,36.7,1996,4,1
35.5,33.9,1996,4,3
36.7,39.7,1996,4,1
39,39.6,1996,4,2
39.3,39.3,1996,4,2
39.9,38.7,1996,4,1
40.1,38.4,1996,4,2
40.3,39.3,1996,4,1
41.8,37.3,1996,4,3
41.9,37.3,1996,4,1
42.5,38.5,1996,4,4
43.1,37.6,1996,4,2
43.2,39.7,1996,4,3
43.3,37.4,1996,4,2
43.5,37.3,1996,4,3
43.9,36.7,1996,4,2
44.4,33.3,1996,4,3
44.4,38.3,1996,4,1
45.5,35.7,1996,4,1
47.2,30.3,1996,4,1
69.2,35.1,1996,4,1
69.3,38.7,1996,4,1
74.7,32.8,1996,4,2
74.9,33.8,1996,4,2
75.7,33.3,1996,4,2
78.2,18.5,1996,4,1
-16.4,12.5,1996,3,1
2.8,36.6,1996,3,1
2.8,36.7,1996,3,1
3.3,36.7,1996,3,1
4.2,36.8,1996,3,1
4.3,36.8,1996,3,1
8.7,17.7,1996,3,1
12.5,13.7,1996,3,1
30.7,28.4,1996,3,3
30.8,27.6,1996,3,1
35,32.3,1996,3,1
35.3,32.5,1996,3,2
35.5,33.3,1996,3,2
36.2,36.8,1996,3,3
36.2,37.1,1996,3,2
36.5,38,1996,3,2
39.6,39,1996,3,2
40.1,38.3,1996,3,1
40.2,38.1,1996,3,1
40.4,38.2,1996,3,1
40.5,39.4,1996,3,1
42.4,37.7,1996,3,1
43,37.4,1996,3,3
43.3,39,1996,3,1
43.4,40.4,1996,3,2
44.3,37.1,1996,3,2
44.4,39.6,1996,3,1
45.1,34.9,1996,3,1
45.5,43.1,1996,3,1
46.3,36.2,1996,3,1
46.3,43.4,1996,3,1
46.3,43.5,1996,3,1
47.8,30.5,1996,3,2
68.9,34.5,1996,3,2
69.4,38.9,1996,3,2
70.6,34.7,1996,3,1
73.9,34.6,1996,3,1
74.5,33,1996,3,1
78.9,18.6,1996,3,2
79.4,18.9,1996,3,1
1.6,34.9,1996,2,1
2.9,36.1,1996,2,1
3.6,36.6,1996,2,1
3.8,36.5,1996,2,1
21.2,42.9,1996,2,1
28.8,41.2,1996,2,1
30.7,27.8,1996,2,1
30.7,28.7,1996,2,1
31.8,26.5,1996,2,2
32.5,30,1996,2,1
34.4,31.5,1996,2,1
34.8,31.5,1996,2,1
35.4,33.7,1996,2,1
37.2,38.1,1996,2,2
37.3,39.8,1996,2,1
37.4,38.7,1996,2,1
37.6,15.1,1996,2,1
37.8,39.9,1996,2,2
38.7,38.8,1996,2,1
38.8,39.1,1996,2,2
39.4,39.2,1996,2,2
39.7,39,1996,2,2
40,39,1996,2,1
40.1,38.6,1996,2,2
41.1,39,1996,2,1
41.5,37.7,1996,2,2
41.7,37.9,1996,2,2
42,37.4,1996,2,2
42,38.1,1996,2,1
42,38.5,1996,2,2
42,45,1996,2,1
42.3,37.5,1996,2,1
42.6,37.9,1996,2,2
42.7,37.5,1996,2,1
43.1,37.3,1996,2,1
44.2,37.9,1996,2,1
45.2,43.2,1996,2,1
45.5,39.3,1996,2,1
45.6,39.4,1996,2,1
45.8,42.5,1996,2,1
46,31,1996,2,2
46,43.3,1996,2,1
46.1,42.9,1996,2,1
46.3,31.1,1996,2,1
46.3,31.4,1996,2,1
47,32,1996,2,2
62,30.3,1996,2,1
69.2,34,1996,2,2
69.5,36.7,1996,2,1
69.7,34.6,1996,2,1
71.2,39.2,1996,2,1
71.6,37.5,1996,2,1
73.8,34.5,1996,2,1
74.2,33.1,1996,2,1
74.8,33.7,1996,2,1
76.7,33.9,1996,2,3
78.4,19.2,1996,2,1
78.6,18.3,1996,2,1
-6,54.5,1996,1,1
-4.8,37.9,1996,1,1
-3.7,40.4,1996,1,1
-2,43.3,1996,1,1
-1.8,43.3,1996,1,1
-0.1,51.5,1996,1,1
3.1,36.6,1996,1,1
3.7,36.9,1996,1,1
6.6,36.4,1996,1,1
30.7,27.9,1996,1,1
30.8,28.1,1996,1,1
31.1,29.1,1996,1,1
31.3,27,1996,1,1
31.4,27,1996,1,1
34.5,31.5,1996,1,1
35.2,33.2,1996,1,1
35.7,33.6,1996,1,1
35.8,37,1996,1,1
35.8,37.5,1996,1,1
36,33.9,1996,1,1
36.1,36.5,1996,1,1
36.6,37.2,1996,1,1
36.7,37.2,1996,1,1
37.4,39.9,1996,1,1
37.7,37.7,1996,1,1
37.8,37,1996,1,1
38.1,39.4,1996,1,1
38.1,39.9,1996,1,1
38.2,37.8,1996,1,1
38.2,38.2,1996,1,1
38.4,40.1,1996,1,1
38.9,39.1,1996,1,1
38.9,39.2,1996,1,1
39.3,38.9,1996,1,1
39.6,39.8,1996,1,1
39.7,39.1,1996,1,1
39.8,39.3,1996,1,1
40.4,38.4,1996,1,1
40.4,38.7,1996,1,1
40.5,39,1996,1,1
40.5,39.2,1996,1,1
40.6,37.2,1996,1,1
40.6,38.7,1996,1,1
40.7,37.6,1996,1,1
40.7,38.1,1996,1,1
40.7,38.4,1996,1,1
40.8,37.4,1996,1,1
40.8,38.5,1996,1,1
40.8,39.4,1996,1,1
40.9,37.5,1996,1,1
40.9,37.7,1996,1,1
41,38.1,1996,1,1
41,39.3,1996,1,1
41.1,37.1,1996,1,1
41.1,37.4,1996,1,1
41.2,38.8,1996,1,1
41.3,38.3,1996,1,1
41.3,38.8,1996,1,1
41.4,37.2,1996,1,1
41.4,37.4,1996,1,1
41.4,37.6,1996,1,1
41.5,38.2,1996,1,1
41.5,40,1996,1,1
41.7,38.7,1996,1,1
41.8,37.9,1996,1,1
41.9,37.5,1996,1,1
41.9,38.2,1996,1,1
42,37.3,1996,1,1
42,38.3,1996,1,1
42,38.6,1996,1,1
42,40.6,1996,1,1
42.1,37.4,1996,1,1
42.1,37.5,1996,1,1
42.1,39.7,1996,1,1
42.2,37.5,1996,1,1
42.2,37.8,1996,1,1
42.4,37.5,1996,1,1
42.7,38.8,1996,1,1
42.9,37.8,1996,1,1
42.9,40.6,1996,1,1
43.1,38.3,1996,1,1
43.1,40.8,1996,1,1
43.6,34.5,1996,1,1
43.6,37.7,1996,1,1
43.9,39.2,1996,1,1
44,37.1,1996,1,1
44,39.9,1996,1,1
44.1,37.4,1996,1,1
44.2,37.3,1996,1,1
44.2,38.3,1996,1,1
44.3,37.7,1996,1,1
44.3,38.1,1996,1,1
44.5,32.4,1996,1,1
45.4,43.1,1996,1,1
45.9,40.3,1996,1,1
46.1,43,1996,1,1
46.7,32.5,1996,1,1
61.8,30.4,1996,1,1
62.1,33.3,1996,1,1
62.2,34.3,1996,1,1
63.2,34.8,1996,1,1
68.7,34.4,1996,1,1
69.4,38.5,1996,1,1
74.8,32.8,1996,1,1
74.8,34,1996,1,1
75.7,33,1996,1,1
77.2,28.6,1996,1,1
78.5,18.5,1996,1,1
2.3,48.9,1996,0,1
6.8,36.8,1996,0,1
20.9,42.9,1996,0,1
21,42.4,1996,0,1
30,27,1996,0,1
30.9,27.8,1996,0,1
35.3,32.4,1996,0,1
41.7,37.5,1996,0,1
45,34,1996,0,1
46.2,43.1,1996,0,1
65.8,36.7,1997,2280,2
67.1,36.7,1997,1236,6
42.6,36.2,1997,1190,44
68.4,34.9,1997,362,9
34.4,11.8,1997,327,2
34,12,1997,326,5
42.6,37.4,1997,311,37
42.3,37.9,1997,235,23
34.7,11.4,1997,212,1
69.2,35.1,1997,201,10
40.8,39.1,1997,194,22
63.8,35,1997,183,5
69.6,35,1997,180,6
44.1,37.5,1997,178,23
39.5,39.1,1997,174,21
68.7,35.9,1997,165,4
74.8,34.2,1997,151,17
34.3,10.8,1997,150,1
42.5,37.9,1997,126,9
3,36.6,1997,119,6
-16.2,12.5,1997,117,5
42.3,37.4,1997,116,1
43.2,37,1997,109,2
1.6,34.9,1997,105,3
3.1,36.8,1997,104,26
1.6,35.9,1997,100,1
69.3,36.6,1997,100,8
71.1,35,1997,100,1
40.5,38,1997,99,18
67.2,36.7,1997,93,3
4.2,36.8,1997,89,3
-16.6,12.4,1997,88,3
3.1,36.6,1997,86,3
69.1,34.7,1997,83,7
69.2,34.5,1997,82,7
76.7,33.9,1997,73,8
43.7,38.4,1997,72,8
-16.3,12.5,1997,67,2
40.9,37.4,1997,67,14
67.7,36.7,1997,65,3
36,16,1997,63,1
70.2,34.8,1997,63,2
69.3,34.9,1997,62,6
0.9,35.8,1997,61,2
2.7,36.3,1997,60,1
2.7,36.6,1997,60,1
67.4,36.8,1997,60,4
74.8,34.1,1997,59,18
40.3,39.3,1997,57,7
68.9,34.7,1997,53,2
42.4,38.3,1997,52,11
41.4,38.1,1997,51,9
64.3,35.6,1997,51,2
43.1,38,1997,50,5
63.1,35,1997,50,3
64.8,35.9,1997,50,1
68.9,35,1997,50,4
-0.6,35.2,1997,49,2
68.9,36.7,1997,47,4
42.2,37.7,1997,45,10
68.8,36.2,1997,45,1
-1.3,34.9,1997,44,3
3,28,1997,44,5
3.7,36.8,1997,41,2
43.2,37.6,1997,41,6
68.8,35,1997,41,8
1.5,35.7,1997,40,1
14.5,13.5,1997,39,1
43.6,37.3,1997,38,8
69.5,36.7,1997,38,2
69,37.8,1997,36,1
69.1,35.1,1997,36,1
44.5,37.3,1997,35,1
30.8,12,1997,33,2
3,36.1,1997,32,3
68.1,38.6,1997,32,1
71.4,35,1997,32,3
2.9,36.4,1997,30,1
69.5,35,1997,30,1
78.5,17.4,1997,30,2
63.5,35.5,1997,29,3
8.5,18,1997,28,1
45.1,41.3,1997,28,1
7.9,15.6,1997,27,1
74.3,33.6,1997,27,4
35.5,33.2,1997,26,20
40.7,38.5,1997,26,6
0,34.9,1997,25,1
3.7,36.1,1997,25,1
-16.5,12.4,1997,24,1
36,20,1997,24,2
36.6,15.4,1997,24,2
41.8,37.3,1997,24,3
44.6,37.3,1997,24,8
67.7,34.4,1997,24,1
68,36.3,1997,24,1
68.9,34.4,1997,24,1
69.1,34,1997,24,1
74.6,34,1997,24,3
2.8,36.6,1997,23,1
3.7,34.3,1997,23,1
35.5,33.4,1997,23,10
70.4,34.3,1997,23,2
74.2,34.4,1997,23,6
74.7,32.6,1997,22,3
3.2,36.6,1997,21,2
69.3,35.2,1997,21,3
35.8,13.5,1997,20,2
39.5,38.5,1997,20,1
41,38.5,1997,20,4
67.2,36.8,1997,20,1
71.3,35,1997,20,1
74.2,34.5,1997,20,3
3,36.8,1997,19,4
70.7,34.3,1997,19,1
76,34.5,1997,19,2
-0.6,35.7,1997,18,2
41.3,37.4,1997,18,2
44.3,37.6,1997,18,8
69,34.8,1997,18,2
70.8,34.6,1997,18,1
79.8,15.8,1997,18,3
1.6,36.4,1997,17,1
38.5,39.3,1997,17,3
40.2,37.9,1997,16,4
42.2,37.5,1997,16,1
68.5,36.1,1997,16,1
68.6,34.5,1997,16,2
69.2,35.3,1997,16,1
69.3,36.4,1997,16,1
74.7,33.9,1997,16,4
2.9,36.6,1997,15,1
42.8,37.8,1997,15,1
43.7,39.5,1997,15,2
43.9,37.8,1997,15,1
69.3,35.1,1997,15,4
70,35,1997,15,3
71.1,34.9,1997,15,1
2.2,36.2,1997,14,2
35.3,33.4,1997,14,1
68.6,34.8,1997,14,2
74.4,34.7,1997,14,2
75.2,33.7,1997,14,3
3.6,36.6,1997,13,3
39.2,39.4,1997,13,4
41,38.1,1997,13,3
74.4,34.2,1997,13,3
39.8,38.3,1997,12,2
66.6,36.5,1997,12,1
66.9,36.8,1997,12,1
74.4,33.2,1997,12,1
74.6,34.2,1997,12,3
0.3,34.7,1997,11,1
40.9,37.6,1997,11,3
43.1,12.2,1997,11,1
43.1,38.3,1997,11,2
67.7,36,1997,11,1
74.1,33.8,1997,11,2
29.7,11,1997,10,1
30.8,28.1,1997,10,2
42.5,37.2,1997,10,4
44.8,36.4,1997,10,3
45.5,34.1,1997,10,3
65.7,31.6,1997,10,1
67.1,36.9,1997,10,1
68.8,34.7,1997,10,1
69.1,38.6,1997,10,3
74.2,34.3,1997,10,4
2.8,36.5,1997,9,2
3.3,36.6,1997,9,3
32.6,25.7,1997,9,1
36.4,15.5,1997,9,1
41.9,37.9,1997,9,4
45.7,43.3,1997,9,1
67.4,34.4,1997,9,1
69.2,34.6,1997,9,3
70.7,34.7,1997,9,1
73.9,34.3,1997,9,3
73.9,34.6,1997,9,3
74.2,33.2,1997,9,2
75.1,33.4,1997,9,3
2.4,36.6,1997,8,1
2.7,35.9,1997,8,1
3.2,36.8,1997,8,3
5.5,36.7,1997,8,2
6.6,36.4,1997,8,1
30.8,27.9,1997,8,3
40.6,38.8,1997,8,4
42.5,38.5,1997,8,7
46.2,33.1,1997,8,2
68.5,34.4,1997,8,1
68.6,38.4,1997,8,1
69.8,34.9,1997,8,1
75.6,33.1,1997,8,3
3.4,36.7,1997,7,2
12.6,13.3,1997,7,1
22,13.2,1997,7,1
30.7,28.4,1997,7,3
30.8,27.8,1997,7,2
39.9,39.5,1997,7,4
40.4,38.4,1997,7,3
40.5,39.4,1997,7,1
43.1,40.5,1997,7,1
44.6,36.9,1997,7,1
69.9,34.5,1997,7,1
-16.4,12.4,1997,6,2
-0.5,34.8,1997,6,1
3.5,36.8,1997,6,2
36.6,40.4,1997,6,1
38,15.9,1997,6,2
38.1,39.4,1997,6,2
38.9,39.1,1997,6,1
39.5,39,1997,6,1
41.4,37.6,1997,6,2
42.5,37.6,1997,6,1
43.7,37.6,1997,6,2
44.8,36.5,1997,6,2
45.1,36.3,1997,6,1
68.2,38.6,1997,6,2
68.7,36.7,1997,6,2
74.3,34.4,1997,6,2
75.2,33.8,1997,6,3
78.9,17.1,1997,6,2
-16.6,12.5,1997,5,1
-2.9,43.3,1997,5,4
4.5,32.8,1997,5,1
13.6,21.9,1997,5,1
31,27.3,1997,5,1
35.8,33.7,1997,5,1
36,15.1,1997,5,1
37.4,39.5,1997,5,2
39.9,36.9,1997,5,1
40.3,39.5,1997,5,1
41.7,39,1997,5,3
41.8,37.6,1997,5,5
41.9,38.4,1997,5,2
42,37.5,1997,5,4
43.2,39.7,1997,5,4
43.9,37.7,1997,5,1
44,38.1,1997,5,3
69.2,35.2,1997,5,1
73.9,34.1,1997,5,2
74.3,33.8,1997,5,1
74.4,34.5,1997,5,1
74.5,34.4,1997,5,1
79.1,21.1,1997,5,1
-1.4,34.7,1997,4,1
1.2,36.2,1997,4,1
3.1,36.7,1997,4,2
3.3,36.7,1997,4,1
3.9,36.2,1997,4,1
3.9,36.4,1997,4,2
31.4,26.9,1997,4,1
32.2,26.1,1997,4,1
35.4,33.3,1997,4,3
35.5,33.5,1997,4,2
37.3,40.4,1997,4,1
39.5,39.2,1997,4,2
39.8,39.2,1997,4,3
40.1,38.4,1997,4,4
40.1,38.6,1997,4,3
40.5,38.9,1997,4,2
40.5,39.2,1997,4,3
42.1,38.3,1997,4,2
43,37.4,1997,4,1
43.4,38.5,1997,4,1
44,39.9,1997,4,1
44.5,36.5,1997,4,1
47.3,32.7,1997,4,1
64.8,36.2,1997,4,2
67.4,37.2,1997,4,1
68.7,36.1,1997,4,1
68.8,38.6,1997,4,1
69,34.7,1997,4,1
73.9,33.9,1997,4,1
74.5,34.3,1997,4,2
74.8,33.7,1997,4,1
74.9,34,1997,4,2
75.3,33.8,1997,4,1
75.9,33.1,1997,4,1
-16.5,12.8,1997,3,1
5.5,36.2,1997,3,1
20.3,42.5,1997,3,1
21,42.8,1997,3,1
31,29,1997,3,1
34,10.2,1997,3,1
37.8,40.5,1997,3,2
39.5,39.4,1997,3,3
39.7,39.1,1997,3,2
39.9,38.7,1997,3,2
41.4,38.3,1997,3,3
42,38.6,1997,3,2
42.1,38.4,1997,3,1
42.3,38.5,1997,3,2
42.5,37.5,1997,3,1
42.6,37.9,1997,3,3
43.1,40.2,1997,3,2
44.1,38.4,1997,3,1
51.6,32.6,1997,3,1
53.1,36.6,1997,3,1
60.9,29.5,1997,3,1
62.5,32.5,1997,3,1
63.2,35.5,1997,3,1
67,24.9,1997,3,1
68.5,34.9,1997,3,1
68.8,36.8,1997,3,2
69.2,35,1997,3,2
69.4,35.1,1997,3,1
69.7,34.8,1997,3,2
74.1,34.5,1997,3,1
74.2,33.6,1997,3,1
74.7,34.2,1997,3,1
74.7,34.3,1997,3,1
74.9,33.8,1997,3,2
75.1,32.5,1997,3,2
75.6,35.3,1997,3,1
-16.6,13.1,1997,2,1
-16.1,12.6,1997,2,1
-15.5,12.8,1997,2,1
-6.3,54.5,1997,2,1
-3.7,40.4,1997,2,2
-1.4,35.3,1997,2,1
1.9,35.5,1997,2,1
29,41,1997,2,1
30.7,28.2,1997,2,1
30.8,27.7,1997,2,1
34.3,10.6,1997,2,1
35,39,1997,2,2
35.4,33.2,1997,2,2
35.6,33.5,1997,2,2
35.7,33.5,1997,2,1
36.2,37.2,1997,2,1
36.7,17.2,1997,2,1
36.8,18.8,1997,2,1
37.5,41,1997,2,1
37.9,38.1,1997,2,2
38.2,37.8,1997,2,1
39.2,39.1,1997,2,2
39.4,39.2,1997,2,2
39.6,39,1997,2,1
39.9,39.1,1997,2,1
40,38.5,1997,2,1
40,39,1997,2,2
40.1,39.2,1997,2,2
40.4,39.8,1997,2,2
40.9,37.5,1997,2,1
41,39.3,1997,2,1
41.3,37.9,1997,2,1
41.4,39.1,1997,2,2
42.1,37.4,1997,2,1
42.8,38.1,1997,2,2
43.4,39,1997,2,2
44.1,37.4,1997,2,2
46.4,33.6,1997,2,1
47.6,44,1997,2,1
48.7,31.3,1997,2,1
68,34.2,1997,2,1
69.1,36.7,1997,2,1
74,34.3,1997,2,1
74.5,32.5,1997,2,2
74.7,34,1997,2,2
75.1,33.9,1997,2,2
75.5,33.2,1997,2,1
78.7,17,1997,2,1
79.4,17.7,1997,2,1
-16.6,12.6,1997,1,1
-16.3,12.6,1997,1,1
-16,12.8,1997,1,1
-6.4,54.2,1997,1,1
-3.6,37.1,1997,1,1
-3.1,43.4,1997,1,1
-2.9,43.2,1997,1,1
-2.5,43.2,1997,1,1
-1.8,43.3,1997,1,1
2.4,36.1,1997,1,1
5.3,14.9,1997,1,1
6.2,36.8,1997,1,1
10.2,19.8,1997,1,1
20.5,42.6,1997,1,1
27.4,37,1997,1,1
30.7,28.7,1997,1,1
30.8,27.6,1997,1,2
30.8,28.7,1997,1,1
31,30.8,1997,1,1
31.3,30.1,1997,1,1
32.3,37.4,1997,1,1
32.5,39.6,1997,1,1
35.1,33.1,1997,1,1
35.2,32,1997,1,1
35.3,33.2,1997,1,1
35.4,33.1,1997,1,1
35.5,33.1,1997,1,1
35.5,33.3,1997,1,1
35.5,33.7,1997,1,1
35.9,40.7,1997,1,1
36.1,33.9,1997,1,1
36.2,36.8,1997,1,1
36.2,37,1997,1,1
36.3,40.4,1997,1,1
36.4,37.6,1997,1,1
36.7,37,1997,1,1
37,40.6,1997,1,1
37.2,38.2,1997,1,1
38.1,39.9,1997,1,1
38.8,39.3,1997,1,1
39,15,1997,1,4
39,38.1,1997,1,1
39.2,36.8,1997,1,1
39.3,38.9,1997,1,1
39.3,39.1,1997,1,1
39.6,39.8,1997,1,1
39.7,39.7,1997,1,1
40.2,38.1,1997,1,1
40.2,38.5,1997,1,1
40.3,39.6,1997,1,1
40.5,38.3,1997,1,1
40.6,37.4,1997,1,1
40.6,37.5,1997,1,1
40.6,39.2,1997,1,1
40.7,38.4,1997,1,1
40.7,38.7,1997,1,1
40.8,38.1,1997,1,1
41,39.6,1997,1,1
41.1,37.4,1997,1,1
41.1,37.9,1997,1,1
41.2,37.1,1997,1,1
41.4,37.4,1997,1,1
41.4,37.9,1997,1,1
41.5,37.7,1997,1,1
41.8,38.3,1997,1,1
41.8,38.7,1997,1,1
41.9,37.3,1997,1,1
41.9,37.6,1997,1,1
42,37.4,1997,1,1
42,38.1,1997,1,1
42.3,37.5,1997,1,1
42.3,37.8,1997,1,1
42.3,40.8,1997,1,1
42.4,39.9,1997,1,1
42.6,37.3,1997,1,1
42.6,40.8,1997,1,1
42.8,37.7,1997,1,1
42.8,38,1997,1,1
43.2,37.2,1997,1,1
43.8,37,1997,1,1
43.9,39.5,1997,1,1
44,38.7,1997,1,1
44.1,39.6,1997,1,1
44.3,37.2,1997,1,1
44.3,37.3,1997,1,1
44.3,39.9,1997,1,1
44.4,36.5,1997,1,1
44.4,39.9,1997,1,1
44.6,33.7,1997,1,1
45.6,34.5,1997,1,1
46.9,40,1997,1,1
47.1,34.3,1997,1,1
65.5,36.9,1997,1,1
68.4,38.2,1997,1,1
68.9,36.5,1997,1,1
70.8,34.5,1997,1,1
72,36.8,1997,1,1
73.8,34.3,1997,1,1
73.9,33.4,1997,1,1
74.1,34,1997,1,1
74.8,33.3,1997,1,1
75,33.7,1997,1,1
75.1,33.8,1997,1,1
75.2,33,1997,1,1
75.2,33.6,1997,1,1
75.8,33.1,1997,1,1
78.9,18.6,1997,1,1
0.2,34.7,1997,0,1
3.9,36.9,1997,0,1
13.3,13.7,1997,0,1
30.8,28,1997,0,1
34.4,31.4,1997,0,1
37.5,15.2,1997,0,1
44.4,33.3,1997,0,1
44.8,43.4,1997,0,1
45.9,40.3,1997,0,1
46.7,43.8,1997,0,1
68.5,34.8,1997,0,1
69,35.3,1997,0,1
69,35.8,1997,0,2
69.1,36,1997,0,1
69.5,34.8,1997,0,1
69.6,35.1,1997,0,1
70.8,34.1,1997,0,1
71,34.3,1997,0,1
67.1,36.7,1998,1400,1
21,42.6,1998,928,22
39,15,1998,782,1
67.8,34.8,1998,711,8
34.4,11.8,1998,652,4
34,12,1998,505,10
69.6,40.3,1998,391,6
69,35.8,1998,332,5
64.8,35.9,1998,311,5
69.5,36.7,1998,289,10
42.5,37.9,1998,282,14
-15.6,11.8,1998,266,8
68.8,36.8,1998,254,6
64.8,36.2,1998,245,8
68,36.3,1998,217,2
65.8,36.8,1998,205,2
42.6,37.4,1998,197,29
74.8,34.2,1998,187,24
43.2,37.6,1998,182,2
67,36.8,1998,174,2
69.4,37.1,1998,167,4
36,16,1998,165,7
-1.4,34.7,1998,162,11
67.7,36,1998,162,1
3,36.1,1998,154,7
69.3,36.6,1998,152,10
3.1,36.6,1998,141,8
69.2,34.5,1998,137,13
0.2,35.4,1998,131,6
33.5,10.7,1998,121,3
43.7,38.4,1998,117,8
68,34.2,1998,112,4
68.9,35,1998,112,6
69.8,36.7,1998,111,5
3.1,36.8,1998,108,24
33.9,10.2,1998,107,1
1.6,35.9,1998,106,3
36.1,13,1998,105,4
3.9,36.7,1998,103,3
-15.3,12.1,1998,101,1
-15.8,12.4,1998,100,1
39.6,14.5,1998,100,1
36.4,15.5,1998,96,10
2.9,36.4,1998,92,4
66.4,35.9,1998,90,2
-0.5,34.8,1998,86,10
0.3,34.7,1998,86,8
68.8,35,1998,85,6
41,38.5,1998,84,11
42.2,37.5,1998,82,5
44.1,37.5,1998,82,12
42.9,37.8,1998,81,1
3,36.6,1998,80,12
-14.8,13.1,1998,77,2
69,40,1998,77,1
69.8,37.1,1998,75,1
69.1,38.6,1998,74,4
40.8,39.1,1998,70,13
1.2,36.2,1998,68,12
3.9,36.2,1998,64,8
68.3,34.2,1998,60,1
4.2,36.8,1998,56,4
68.7,35.9,1998,55,3
-0.7,34.8,1998,53,1
32.7,10,1998,53,3
43.4,37.7,1998,53,1
69.6,35.1,1998,53,3
2.8,36.3,1998,51,8
-1.8,34.6,1998,50,1
30.2,11.4,1998,50,1
3.7,36.8,1998,49,5
4,36.5,1998,49,1
8.1,34.7,1998,49,1
37.8,14.4,1998,49,2
3,28,1998,48,10
40.6,38.8,1998,48,12
69,35.5,1998,48,3
-15.4,12.6,1998,47,1
-1.5,34.8,1998,47,2
39.5,13.5,1998,47,1
2.2,36.2,1998,46,3
-0.6,35.2,1998,45,6
4.1,36.9,1998,44,2
29.6,12.1,1998,44,1
37,16.8,1998,44,2
69.4,35.6,1998,44,1
20.7,42.4,1998,43,5
42.3,37.9,1998,43,5
74.2,34.4,1998,43,11
30.8,12,1998,42,3
3.9,36.4,1998,40,6
68.4,37,1998,40,2
69.4,36.8,1998,38,1
1.6,34.9,1998,37,2
3.9,36.8,1998,37,3
25,13,1998,37,1
40.5,38,1998,37,8
20.3,42.5,1998,36,16
-1.6,34.7,1998,35,1
20.5,42.2,1998,35,4
43.9,37.7,1998,35,1
68,33.2,1998,35,1
68.7,33.5,1998,35,1
39.5,39.1,1998,34,11
76.7,33.9,1998,34,6
20.9,42.6,1998,33,5
47.5,40.5,1998,33,1
68.8,39.2,1998,33,2
4,36.7,1998,32,9
74.3,32.9,1998,32,2
-15.6,12.5,1998,31,2
-16.3,13.1,1998,30,1
-0.2,35.2,1998,30,1
2.9,36.8,1998,30,4
41.4,38.1,1998,30,6
69,35.3,1998,30,1
69.2,34.6,1998,30,3
-7.3,54.6,1998,29,1
3,36.5,1998,29,5
20.1,42.5,1998,29,2
42.6,36.2,1998,29,11
44.3,37.6,1998,29,8
74.2,33.2,1998,29,8
2.4,36.6,1998,28,2
20.2,42.5,1998,27,6
40.4,38.4,1998,27,4
35.5,33.2,1998,26,19
66.2,35.8,1998,25,1
69.6,35,1998,25,1
-16.2,12.6,1998,24,1
3.6,36.6,1998,24,4
6,36.8,1998,24,5
41,38.6,1998,24,1
75.2,33.8,1998,24,5
75.6,33.1,1998,24,7
3.1,36.5,1998,23,1
43.6,37.3,1998,22,1
44.6,37.3,1998,22,10
68.9,37.2,1998,22,1
74.7,32.6,1998,22,7
1.1,35.9,1998,21,1
1.3,35.4,1998,21,2
3,36.8,1998,21,4
42.4,38.3,1998,21,3
64.3,35.6,1998,21,1
69.3,36.7,1998,21,2
69.7,34.8,1998,21,6
74.3,33.6,1998,21,4
-0.6,34.8,1998,20,3
3.7,36.7,1998,20,4
30,11,1998,20,1
43.2,37,1998,20,1
67.6,35.1,1998,20,1
68.7,36.1,1998,20,1
69.5,37.3,1998,20,1
-0.2,34.9,1998,19,1
64.8,36.1,1998,19,2
73.9,34.6,1998,19,8
-15,12,1998,18,2
3.4,36.6,1998,18,1
74.8,34.1,1998,18,9
1.1,35.6,1998,17,1
41,38.8,1998,17,2
41.4,38.3,1998,17,5
43.4,37.4,1998,17,1
74.1,33.8,1998,17,8
0.1,34.8,1998,16,3
0.3,29.6,1998,16,1
7.6,36.8,1998,16,3
69.2,36.8,1998,16,1
0.1,35,1998,15,1
3.3,36.6,1998,15,2
3.9,36.9,1998,15,5
36,20,1998,15,1
41.7,39,1998,15,3
-0.4,35.8,1998,14,1
39.8,39.2,1998,14,3
41.2,37.1,1998,14,6
65.3,35.7,1998,14,1
73.7,34.4,1998,14,3
74.9,33.8,1998,14,2
-16.2,13,1998,13,1
3.1,36.7,1998,13,5
3.2,36.8,1998,13,4
3.5,36.8,1998,13,4
40.9,37.4,1998,13,3
44.6,37.2,1998,13,1
74.4,34.2,1998,13,5
78.9,18.6,1998,13,2
79.9,18.2,1998,13,1
2.8,36.5,1998,12,4
4.5,35.7,1998,12,1
31,37,1998,12,2
42.5,11.5,1998,12,1
65,34,1998,12,1
70,35,1998,12,1
70.1,34.8,1998,12,1
74.1,34.3,1998,12,1
0.2,34.7,1998,11,2
0.3,35.5,1998,11,1
1.8,35.8,1998,11,1
41.5,38.2,1998,11,1
69.2,35,1998,11,2
70.3,36.6,1998,11,1
-16.2,12.5,1998,10,1
-15.7,11.9,1998,10,1
-15.6,11.9,1998,10,1
-1,34.9,1998,10,2
1.9,36.3,1998,10,1
3.5,35.9,1998,10,1
3.7,34.3,1998,10,1
4.2,35.2,1998,10,1
4.2,36.6,1998,10,1
21.7,42.9,1998,10,1
39.6,39,1998,10,5
41.9,37.3,1998,10,2
69.1,34.7,1998,10,4
69.3,36.4,1998,10,2
69.6,34.9,1998,10,1
69.7,40.2,1998,10,2
72,36.8,1998,10,1
6.6,36.4,1998,9,5
20.7,42.7,1998,9,3
